Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level,Sales_Performance,High_Sales_Flag
Koss   ,Walsh-Brown Pharmaceutical Ltd,Bernburg,Germany,,11.7333,Hospital,Private,Aprerase,Antipiretics,10.0,726,7260.0,June,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Erdman  ,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private,Sodinel Olofribrate,Antimalarial,5.0,50,250.0,June,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Welch-Langworth ,"Roob, Ernser and Kub Pharmaceutical Ltd",Oer-Erkenschwick,Germany,51.6422,7.2508,Hospital,Government,Albudazole Erobloc,Antiseptics,180.0,563,101340.0,June,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Schuppe Inc Pharm,Traunstein,Germany,47.8683,12.6433,Pharmacy,Institution,Acycpex,Mood Stabilizers,,510,10200.0,June,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Kozey-Emmerich ,"Reinger, Kihn and Goyette Pharmaceutical Limited",Overath,Germany,50.95,7.3,Hospital,Government,Trazobalamin,Mood Stabilizers,30.0,762,,June,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,47.985,8.8233,Pharmacy,Retail,Brimorix Amonine,Antibiotics,100.0,398,,June,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Koss   ,Hansen Group Pharmacy,Warendorf,Germany,51.9539,7.9933,Hospital,Government,Zynosine,Antimalarial,20.0,74,1480.0,June,2018,,,Bravo,Medias,Bajo,0
Gerlach LLC ,Barton Ltd Pharm,Rendsburg,Germany,54.3044,9.6644,Pharmacy,Institution,Aggretisol,Antimalarial,500.0,262,131000.0,June,2018,Stella Given,,Charlie,Altas,Alto,1
Gerlach LLC ,Leuschke PLC Pharmaceutical Ltd,Worms,Germany,49.6319,8.3653,Pharmacy,Institution,Dantocept Ferurenone,Antiseptics,5.0,307,1535.0,June,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,Schulist-Zulauf Pharmaceutical Ltd,Kornwestheim,Germany,48.8597,9.185,Pharmacy,Retail,Sanctumine,Antimalarial,200.0,149,29800.0,June,2018,Daniel Gates,,Charlie,Altas,Alto,0
Gerlach LLC ,Buckridge-Strosin Pharmaceutical Ltd,Erlangen,Germany,49.5964,11.0044,Hospital,Government,Menogine,Antiseptics,2.0,742,1484.0,June,2018,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Koss   ,"Herman, Rice and Rippin Pharmaceutical Limited",Schorndorf,Germany,48.8,9.5333,Pharmacy,Institution,Belavarix Benzabicin,Antibiotics,50.0,131,6550.0,June,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Welch-Langworth ,Zemlak Group Pharm,Vechta,Germany,52.7306,8.2886,Hospital,Private,Abatatriptan,Antibiotics,20.0,742,14840.0,June,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Crist Inc Pharmaceutical Ltd,Völklingen,Germany,49.25,6.8333,Hospital,Government,Lovepion,Antiseptics,200.0,544,108800.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,Kohler-Bednar Pharmaceutical Ltd,Lübeck,Germany,53.8697,10.6864,Hospital,Government,Dantolac Pazocor,Analgesics,5.0,578,2890.0,June,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Welch-Langworth ,Graham and Sons Pharma Plc,Bad Salzungen,Germany,50.8117,10.2333,Pharmacy,Institution,Exexone,Mood Stabilizers,104.0,239,24856.0,June,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Ward Group Pharm,Mönchengladbach,Germany,51.2,6.4333,Hospital,Private,Alglutriptan,Analgesics,20.0,301,6020.0,June,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Heidenreich Group Pharmacy,Leer,Germany,53.2308,7.4528,Pharmacy,Institution,Lansostral Acgestin,Antiseptics,9.0,627,5643.0,June,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Bajo,0
Gerlach LLC ,Crona PLC Pharmacy,Eschweiler,Germany,50.8167,6.2833,Hospital,Government,Amavirase,Antipiretics,1.0,487,487.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,Parisian Ltd Pharma Plc,Paderborn,Germany,,8.7667,Hospital,Government,Ergomethate,Mood Stabilizers,20.0,604,12080.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,Osinski-Botsford Pharmacy,Wiesloch,Germany,49.2942,8.6983,Hospital,Government,Tesnorphine Silotamine,Antibiotics,10.0,319,3190.0,June,2018,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Welch-Langworth ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,52.4238,9.4359,Pharmacy,Retail,Xenaminphen,Antimalarial,180.0,195,,June,2018,Abigail Thompson,,Bravo,Altas,Alto,0
Gerlach LLC ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,51.5426,7.219,Pharmacy,Retail,Magnemunex,Antiseptics,600.0,689,413400.0,June,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,1
Koss   ,"Brakus, Rempel and Harber Pharm",Winnenden,Germany,48.8764,9.3978,Hospital,Private,Raparidol,Mood Stabilizers,20.0,187,3740.0,June,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,Smith Inc Pharmacy,Kirchheim unter Teck,Germany,48.6483,9.4511,Pharmacy,Institution,Ribabyclor,Antiseptics,10.0,469,4690.0,June,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Reinger Group Pharma Plc,Weil am Rhein,Germany,47.5947,7.6108,Pharmacy,Institution,Afinitasol,Antipiretics,5.0,286,1430.0,June,2018,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,"Pfannerstill, Upton and Balistreri Pharm",Ilmenau,Germany,50.6872,10.9142,Pharmacy,Institution,Ganineva Agenium,Antiseptics,200.0,390,78000.0,June,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,1
Gerlach LLC ,"Wuckert, Kreiger and Howell ",Idar-Oberstein,Germany,49.7019,7.3253,Hospital,Private,Magnemunex,Antiseptics,1.0,689,689.0,June,2018,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Koss   ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,49.3236,12.0993,Pharmacy,Retail,Angioparin Brimosumab,Mood Stabilizers,30.0,682,20460.0,June,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution,Hydroxyprosyn,Antibiotics,50.0,220,11000.0,June,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Crist Inc Pharma Plc,Eschwege,Germany,51.1881,10.0528,Pharmacy,Retail,Asparathasone Unipan,Antibiotics,20.0,153,3060.0,June,2018,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,Walsh-Brown Pharma Plc,Osnabrück,Germany,52.2789,8.0431,Pharmacy,Retail,Apromin,Antiseptics,120.0,375,45000.0,June,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,1
Koss   ,Reinger Group Pharma Plc,Weil am Rhein,Germany,47.5947,7.6108,Pharmacy,Institution,Pentastrin,Antibiotics,100.0,497,49700.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,1
Koss   ,Kuhic LLC ,Schleswig,Germany,54.5153,9.5697,Pharmacy,Retail,Clinicilin Pentozone,Antimalarial,40.0,112,4480.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,Erdman PLC Pharma Plc,Freital,Germany,51.0167,13.65,Hospital,Private,Zarostral,Antipiretics,2.0,141,282.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Koss   ,Nader-Borer Pharmaceutical Limited,Grimma,Germany,51.2386,12.7253,Hospital,Private,Alimmethate Insudase,Analgesics,200.0,624,124800.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Prohaska-Kuhic Pharma Plc,Pirmasens,Germany,,7.6,Hospital,Government,Neuropogen Empibax,Analgesics,50.0,605,30250.0,June,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Kozey-Emmerich ,Hill-Daniel Pharmaceutical Ltd,Neumünster,Germany,54.0714,9.99,Hospital,Government,Cordamectin Actolamin,Antipiretics,30.0,367,11010.0,June,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,51.8167,9.8667,Pharmacy,Retail,Brimorix Amonine,Antibiotics,30.0,398,11940.0,June,2018,Morris Garcia,,Bravo,Altas,Alto,0
Koss   ,Crist LLC ,Mühlacker,Germany,48.95,8.8392,Pharmacy,Institution,Zyvance,Analgesics,110.0,323,35530.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Vandervort LLC Pharm,Stade,Germany,53.6008,9.4764,Pharmacy,Retail,Paronium Atracustone,Analgesics,60.0,414,24840.0,June,2018,,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,50.7592,7.005,Pharmacy,Retail,Spiroderall,Mood Stabilizers,10.0,653,6530.0,June,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Koss   ,"Kuphal, Herzog and Purdy Pharmaceutical Limited",Erding,Germany,48.3001,11.9082,Pharmacy,Retail,Amlominphen Dexanovate,Analgesics,10.0,119,1190.0,June,2018,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Koss   ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,51.835,10.7853,Pharmacy,Retail,Biotasol Siloderm,Antiseptics,2.0,373,746.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Gerlach LLC ,Monahan Ltd Pharmaceutical Ltd,Lüneburg,Germany,53.2525,10.4144,Pharmacy,Retail,Fentatrol Rapatelase,Antibiotics,10.0,458,4580.0,June,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Erdman  ,Lockman-Welch Pharmaceutical Limited,Zweibrücken,Germany,49.2494,7.3608,Pharmacy,Retail,Ibruferon,Antiseptics,400.0,82,,June,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,50.9119,13.3428,Pharmacy,Retail,Abobozolid,Antimalarial,40.0,75,,June,2018,Steve Pepple,,Bravo,Medias,Bajo,0
Gerlach LLC ,"Crist, Wisoky and Nolan Pharm",Bielefeld,Germany,52.0167,8.5333,Hospital,Government,Abranatal Lysoprosate,Antiseptics,1.0,681,,June,2018,Stella Given,Alisha Cordwell,Charlie,Bajas,Bajo,0
Erdman  ,"Block, Thiel and Kuphal Pharmaceutical Limited",Ludwigsburg,Germany,48.8975,9.1919,Hospital,Government,Alemtuvatol Megalinum,Analgesics,59.0,682,40238.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Reilly Ltd Pharmacy,Sindelfingen,Germany,48.7133,9.0028,Hospital,Private,Amcibax Amcikeran,Analgesics,1.0,319,319.0,June,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,Kozey Ltd Pharma Plc,Griesheim,Germany,49.8594,8.5525,Pharmacy,Institution,Betanem,Analgesics,7.0,611,4277.0,June,2018,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,"Denesik, Walter and Beatty ",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution,Symbisine Prednimadin,Mood Stabilizers,70.0,304,21280.0,June,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Rohan and Sons  ,Lockman-Welch ,Kiel,Germany,54.3233,10.1394,Hospital,Government,Zonixamine Immulinum,Analgesics,10.0,298,2980.0,June,2018,Jessica Smith,,Delta,Medias,Bajo,0
Gerlach LLC ,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,52.4394,9.74,Pharmacy,Retail,Robapril,Antipiretics,20.0,453,9060.0,June,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Rutherford and Sons Pharm,Meppen,Germany,52.6906,7.291,Hospital,Government,Fentalac,Antipiretics,110.0,618,67980.0,June,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Huels-Klein ,Peine,Germany,52.3203,10.2336,Pharmacy,Retail,Atomorelin,Analgesics,1.0,555,555.0,June,2019,Mary Gerrard,Britanny Bold,Delta,Bajas,Bajo,0
Koss   ,"Moen, Murazik and Smith Pharm",Altenburg,Germany,50.985,12.4333,Hospital,Government,Topitaine,Mood Stabilizers,20.0,517,10340.0,June,2019,Sheila Stones,,Delta,Altas,Alto,0
Gerlach LLC ,Reinger Group Pharmaceutical Limited,Schwerin,Germany,53.6333,,Pharmacy,Institution,Methiclotide,Antibiotics,288.0,458,131904.0,June,2019,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,"Heathcote, Kovacek and Parker ",Hof,Germany,50.3167,11.9167,Pharmacy,Retail,Thalilamide,Antibiotics,2.0,615,1230.0,June,2019,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Erdman  ,"Kub, Von and Herzog Pharmaceutical Limited",Freudenstadt,Germany,48.4633,8.4111,Hospital,Private,Interfedox Pilobamol,Antiseptics,12.0,41,,June,2019,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Koss   ,Armstrong Inc Pharm,Pfaffenhofen,Germany,48.5333,11.5167,Hospital,Government,Morphizolid Tianalin,Mood Stabilizers,30.0,742,22260.0,June,2019,,James Goodwill,Alfa,Altas,Alto,0
Erdman  ,Kozey Ltd Pharma Plc,Griesheim,Germany,49.8594,8.5525,Pharmacy,Institution,Diaxolol,Antiseptics,5.0,765,3825.0,June,2019,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,Hane Ltd ,Nürtingen,Germany,48.6267,9.3353,Hospital,Government,Benzoprox,Antiseptics,2.0,284,568.0,June,2019,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,Legros-Runte Pharmaceutical Limited,Neckarsulm,Germany,49.1917,9.2244,Hospital,Private,Raparidol,Mood Stabilizers,20.0,187,3740.0,June,2019,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,"Nitzsche, Effertz and Maggio ",Bayreuth,Germany,49.9481,11.5783,Hospital,Private,Factofribrate,Mood Stabilizers,30.0,99,2970.0,June,2019,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,49.4783,10.9903,Pharmacy,Retail,Oxymotroban Fexoformin,Analgesics,-10.0,458,-4580.0,June,2019,Jimmy Grey,Alisha Cordwell,Charlie,,Bajo,0
Gerlach LLC ,Watsica-Kovacek Pharmaceutical Ltd,Leimen,Germany,49.3481,8.6911,Pharmacy,Institution,Argalazine Abostryl,Antipiretics,10.0,628,6280.0,June,2019,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Turner Ltd ,Porta Westfalica,Germany,52.2167,8.9333,Hospital,Private,Lansopril Acribax,Antipiretics,40.0,492,19680.0,June,2019,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,"Heathcote, Grant and Witting Pharmaceutical Limited",Balingen,Germany,48.2731,8.8506,Pharmacy,Institution,Sanctumine,Antimalarial,,149,7450.0,June,2019,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Koss   ,"Koelpin, Luettgen and Abernathy Pharmaceutical Ltd",Mörfelden-Walldorf,Germany,49.9896,8.5661,Hospital,Private,Finanel,Antimalarial,20.0,206,4120.0,June,2019,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,Reilly Ltd Pharma Plc,Königsbrunn,Germany,48.2689,,Hospital,Private,Symbiroban,Antibiotics,60.0,122,7320.0,June,2019,Sheila Stones,,Delta,Altas,Alto,0
Gerlach LLC ,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,51.4833,7.2167,Pharmacy,Retail,Cephozumab Synmethate,Antibiotics,420.0,768,,June,2019,Erica Jones,James Goodwill,Alfa,Altas,Alto,1
Koss   ,Senger-Kirlin Pharmaceutical Ltd,Friedrichsdorf,Germany,50.2569,8.6418,Hospital,Private,Amphesirox,Antiseptics,30.0,25,750.0,June,2019,Alan Ray,James Goodwill,Alfa,Bajas,Bajo,0
Koss   ,Reichel Inc Pharm,Schönebeck,Germany,52.0167,11.75,Hospital,Private,Afinitasol,Antipiretics,10.0,286,,June,2019,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Erdman  ,"Runolfsson, Swaniawski and Jaskolski Pharmaceutical Limited",Dessau-Roßlau,Germany,,12.2333,Pharmacy,Institution,Aprerase,Antipiretics,30.0,726,21780.0,June,2019,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,"Armstrong, Medhurst and Bogisich Pharmacy",Lehrte,Germany,52.3725,9.9769,Hospital,Government,Travoloride,Antiseptics,24.0,785,18840.0,June,2019,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Koss   ,"Kub, Von and Herzog Pharmaceutical Ltd",Borken,Germany,51.8439,6.8583,Pharmacy,Institution,Topipizole,Mood Stabilizers,10.0,368,,June,2019,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,Marquardt-Ryan Pharm,Königswinter,Germany,50.6833,7.1833,Hospital,Government,Dexmeprazole Transnuvia,Mood Stabilizers,,180,7200.0,June,2019,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Smith Inc Pharmacy,Kirchheim unter Teck,Germany,,9.4511,Pharmacy,Institution,Proprabax,Analgesics,2.0,64,,June,2019,Anne Wu,Britanny Bold,Delta,Bajas,Bajo,0
Erdman  ,Goldner-Tillman Pharm,Dachau,Germany,48.2603,11.4342,Hospital,Government,Zyvance,Analgesics,50.0,323,16150.0,June,2019,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Welch-Orn Pharmacy,Bingen am Rhein,Germany,49.9669,7.895,Hospital,Government,Lansostral Acgestin,Antiseptics,20.0,627,12540.0,June,2019,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Collins-Schmidt Pharmaceutical Limited,Bretten,Germany,49.0364,8.7061,Pharmacy,Institution,Asparathasone Unipan,Antibiotics,5.0,153,765.0,June,2019,Jessica Smith,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,"Barrows, Zboncak and Reichert Pharma Plc",Burg,Germany,52.2725,11.855,Pharmacy,Institution,Ibruferon,Antiseptics,5.0,82,410.0,June,2019,Alan Ray,James Goodwill,Alfa,Bajas,Bajo,0
Koss   ,"McClure, Zemlak and Dibbert Pharmacy",Beckum,Germany,51.7558,8.0408,Hospital,Private,Factofribrate,Mood Stabilizers,10.0,99,990.0,June,2019,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Gerlach LLC ,Steuber Ltd Pharm,Gera,Germany,50.8782,,Hospital,Government,Antilamin Clinbital,Antibiotics,10.0,664,6640.0,June,2019,Morris Garcia,,Bravo,Altas,Alto,0
Koss   ,"Yundt, Leuschke and Ward ",Wittlich,Germany,49.9869,6.8897,Pharmacy,Institution,Darlofen,Antipiretics,-60.0,577,-34620.0,June,2019,,Britanny Bold,Delta,,Bajo,0
Gerlach LLC ,Koch-Osinski Pharmacy,Hamminkeln,Germany,51.7319,6.5908,Pharmacy,Retail,Insozyme,Antiseptics,5.0,655,3275.0,June,2019,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,"Brakus, Rempel and Harber Pharmacy",Fulda,Germany,50.5528,9.6775,Hospital,Private,Tetalamide,Antibiotics,45.0,430,19350.0,June,2019,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,"Erdman, Senger and Oberbrunner Pharmaceutical Ltd",Geretsried,Germany,47.8667,11.4667,Hospital,Private,Lacoplex Hyaluvance,Mood Stabilizers,24.0,334,8016.0,June,2019,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Ward Group Pharma Plc,Barsinghausen,Germany,52.3031,9.4606,Pharmacy,Retail,Vibratosine Alemtrace,Antibiotics,,269,40350.0,June,2019,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Koss   ,Kohler-Bednar Pharm,Bad Vilbel,Germany,50.1781,8.7361,Hospital,Government,Vibratosine Alemtrace,Antibiotics,2000.0,269,538000.0,June,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,Gibson-Hill Pharmaceutical Limited,Friedberg,Germany,50.3353,8.755,Pharmacy,Institution,Topifribrate,Analgesics,5.0,621,3105.0,June,2019,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Kutch-Marks Pharmaceutical Limited,Kreuztal,Germany,50.962,8.0064,Hospital,Private,Pulmofine,Antibiotics,10.0,688,6880.0,June,2019,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Erdman  ,Runolfsson-Halvorson Pharm,Rheinberg,Germany,51.5467,6.6006,Pharmacy,Retail,Pentastrin,Antibiotics,,497,39263.0,June,2019,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Kreiger Inc ,Burgdorf,Germany,52.45,10.0083,Pharmacy,Retail,Lactubucil,Antipiretics,3.0,585,1755.0,June,2019,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Zemlak Group Pharmacy,Solingen,Germany,51.1667,7.0833,Hospital,Private,Aquamycin Lacoran,Analgesics,100.0,345,34500.0,June,2019,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government,Docstryl Rivacin,Antiseptics,60.0,789,47340.0,June,2019,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,1
Koss   ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,51.6667,7.8167,Pharmacy,Retail,Dasagestin,Analgesics,5.0,386,1930.0,June,2019,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Barrows-Kohler Pharm,Hamburg,Germany,53.55,10.0,Hospital,Private,Docstryl Rivacin,Antiseptics,1.0,789,789.0,June,2019,,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,"Paucek, Keeling and Bruen Pharma Plc",Sankt Wendel,Germany,49.4667,7.1667,Hospital,Government,Amcibax Amcikeran,Analgesics,5.0,319,1595.0,June,2019,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,Buckridge-Strosin Pharma Plc,Neuruppin,Germany,52.9222,12.8,Hospital,Private,Vibratosine Alemtrace,Antibiotics,30.0,269,8070.0,June,2019,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Jakubowski Inc Pharmacy,Gladbeck,Germany,51.5713,6.9827,Pharmacy,Institution,Adriacaine,Mood Stabilizers,80.0,361,28880.0,June,2019,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,"Leuschke, Waters and Schowalter Pharma Plc",Herzogenrath,Germany,50.8667,6.1,Pharmacy,Retail,Epzipitant,Analgesics,,778,4668.0,June,2019,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,"Haag, Bradtke and Terry Pharm",Hanau,Germany,,8.9169,Hospital,Government,Pentastrin,Antibiotics,50.0,497,24850.0,June,2019,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Weber Ltd Pharmaceutical Ltd,Merseburg,Germany,51.3544,11.9928,Hospital,Private,Lovephilus,Analgesics,1.0,582,582.0,June,2019,Morris Garcia,,Bravo,Bajas,Bajo,0
Gerlach LLC ,Waelchi LLC Pharmaceutical Limited,Essen,Germany,51.4508,7.0131,Hospital,Private,Ketamara Evogel,Antipiretics,,704,84480.0,June,2019,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,"Fritsch, Hodkiewicz and Sipes Pharma Plc",Ettlingen,Germany,48.9333,8.4,Hospital,Government,Albudazole Erobloc,Antiseptics,60.0,563,33780.0,June,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,"Buckridge, Hand and Hyatt ",Dinslaken,Germany,51.5667,6.7333,Pharmacy,Institution,Magnemunex,Antiseptics,15.0,689,10335.0,June,2019,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Leannon-West Pharmaceutical Limited,Bocholt,Germany,51.8333,6.6167,Hospital,Government,Ampysin,Analgesics,20.0,243,,June,2019,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,"Denesik, Walter and Beatty ",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution,Requimadin,Antimalarial,20.0,408,8160.0,June,2019,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Durgan-Rice Pharmacy,Dormagen,Germany,51.0964,6.84,Pharmacy,Institution,Fentalac,Antipiretics,30.0,618,18540.0,June,2019,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Balistreri Group Pharm,Böblingen,Germany,48.6833,9.0,Hospital,Government,Ibruferon,Antiseptics,10.0,82,,June,2019,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Koss   ,Erdman PLC ,Holzminden,Germany,51.8297,,Pharmacy,Retail,Menogine,Antiseptics,21.0,742,15582.0,June,2019,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Koss   ,Leuschke PLC Pharmaceutical Ltd,Worms,Germany,49.6319,8.3653,Pharmacy,Institution,Trazobalamin,Mood Stabilizers,40.0,762,30480.0,June,2019,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Kihn Group Pharm,Vaihingen an der Enz,Germany,48.9328,,Hospital,Private,Xenaderal,Mood Stabilizers,6.0,311,1866.0,June,2019,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,"Hansen, Fadel and Schroeder Pharmaceutical Ltd",Herrenberg,Germany,48.5967,8.8708,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,,502,,June,2019,Thompson Crawford,James Goodwill,Alfa,Altas,Bajo,0
Erdman  ,Runte-Marquardt Pharm,Wittenberg,Germany,51.8671,12.6484,Hospital,Private,Zyvance,Analgesics,5.0,323,1615.0,June,2019,Steve Pepple,,Bravo,Medias,Bajo,0
